,id,llama_PVV_vote,llama_PVV_voor,llama_PVV_tegen,llama_GroenLinks-PvdA_vote,llama_GroenLinks-PvdA_voor,llama_GroenLinks-PvdA_tegen,llama_VVD_vote,llama_VVD_voor,llama_VVD_tegen,llama_NSC_vote,llama_NSC_voor,llama_NSC_tegen,llama_D66_vote,llama_D66_voor,llama_D66_tegen,llama_BBB_vote,llama_BBB_voor,llama_BBB_tegen,llama_CDA_vote,llama_CDA_voor,llama_CDA_tegen,llama_SP_vote,llama_hSP_voor,llama_SP_tegen,llama_ChristenUnie_vote,llama_ChristenUnie_voor,llama_ChristenUnie_tegen,llama_DENK_vote,llama_DENK_voor,llama_DENK_tegen,llama_PvdD_vote,llama_PvdD_voor,llama_PvdD_tegen,llama_SGP_vote,llama_SGP_voor,llama_SGP_tegen,llama_FVD_vote,llama_FVD_voor,llama_FVD_tegen,llama_Volt_vote,llama_Volt_voor,llama_Volt_tegen,llama_JA21_vote,llama_JA21_voor,llama_JA21_tegen
0,2024D03656, Voor,0.39981159567832947,0.39981159567832947, Voor,0.7057850360870361,0.29421496391296387, Voor,0.6001884,0.3998116, Voor,0.8221890926361084,0.17781086266040802, Voor,0.839733898639679,0.16026602685451508, Voor,0.9005298018455505,0.09947021305561066, Voor,0.73411953,0.26588047, Voor,0.80317384,0.19682619, Voor,0.7490871548652649,0.25091278553009033, Voor,0.8633915185928345,0.13660839200019836, Voor,0.22541660070419312,0.22541660070419312, Voor,0.46879062,0.46879062, Voor,0.7905303239822388,0.20946966111660004, Voor,0.812867283821106,0.18713267147541046, Voor,0.7745833396911621,0.22541660070419312
1,2024D03626, T,0.45713672041893005,0.5428632497787476, Voor,0.4073333740234375,0.4073333740234375, T,0.5660185,0.5660185, Voor,0.6893056035041809,0.3106943666934967, Voor,0.7634837031364441,0.23651622235774994, Voor,0.8244619369506836,0.1755380630493164, Voor,0.44167295,0.44167295, Voor,0.27202454,0.27202454, Voor,0.5350984334945679,0.46490156650543213, Voor,0.2393493503332138,0.2393493503332138, Voor,0.6757646203041077,0.3242354094982147, T,0.5964331,0.5964331, Voor,0.6584175825119019,0.3415824770927429, Voor,0.6513549089431763,0.3486451208591461, Voor,0.702530026435852,0.29746994376182556
2,2024D03663, Voor,0.803173840045929,0.19682618975639343, Voor,0.8175743818283081,0.18242549896240234, Voor,0.2689414,0.2689414, Voor,0.896251380443573,0.1037486344575882, Voor,1.0,0.0, Voor,1.0,0.0, Voor,0.16451648,0.16451648, Voor,0.8791467,0.12085322, Voor,0.9005298018455505,0.09947021305561066, Voor,0.9161096811294556,0.08389037847518921, Voor,0.8807969689369202,0.11920291185379028, Voor,0.74017435,0.25982565, Voor,0.8418256640434265,0.15817436575889587, Voor,0.870597243309021,0.1294027417898178, Voor,0.8840392231941223,0.11596070975065231
3,2024D03708, T,0.5851011276245117,0.5851011276245117, Voor,0.5736784338951111,0.4263215959072113, T,0.6039318,0.6039318, Voor,0.6548947691917419,0.34510526061058044, Voor,0.2782568037509918,0.2782568037509918, Voor,0.7826625108718872,0.21733751893043518, Voor,0.45326188,0.45326188, Voor,0.63703084,0.3629692, Voor,0.6791787147521973,0.3208213150501251, Voor,0.7401743531227112,0.2598256468772888, Voor,0.5926665663719177,0.4073333740234375, T,0.6039318,0.6039318, Voor,0.39981159567832947,0.39981159567832947, Voor,0.6477981805801392,0.35220181941986084, Voor,0.66888028383255,0.33111974596977234
4,2024D03707, T,0.7577943801879883,0.7577943801879883, T,0.3593641221523285,0.6406359076499939, T,0.84182566,0.84182566, T,0.43014732003211975,0.5698526501655579, T,0.47268345952033997,0.5273165106773376, Voor,0.5467381477355957,0.4532618820667267, T,0.28776783,0.7122321, T,0.61508787,0.61508787, T,0.47268345952033997,0.5273165106773376, T,0.5,0.5, T,0.622459352016449,0.622459352016449, T,0.79818684,0.79818684, T,0.6477981805801392,0.6477981805801392, T,0.6654106378555298,0.6654106378555298, T,0.554470419883728,0.554470419883728
5,2024D03701, T,0.66888028383255,0.66888028383255, T,0.5926665663719177,0.5926665663719177, T,0.7248702,0.7248702, Voor,0.5736784338951111,0.4263215959072113, Voor,0.6297745704650879,0.3702253997325897, Voor,0.24508503079414368,0.24508503079414368, T,0.6261242,0.6261242, Voor,0.6039318,0.39606813, T,0.5583269596099854,0.5583269596099854, Voor,0.2845759987831116,0.2845759987831116, Voor,0.4804786443710327,0.4804786443710327, T,0.24508503,0.754915, Voor,0.5078119039535522,0.49218812584877014, Voor,0.4416729509830475,0.4416729509830475, Voor,0.4186968505382538,0.4186968505382538
6,2024D03704, Voor,0.3557748794555664,0.3557748794555664, Voor,0.2018132358789444,0.2018132358789444, Voor,0.34158248,0.34158248, Voor,0.8438951373100281,0.1561049073934555, Voor,0.8757869601249695,0.12421298772096634, Voor,0.894789457321167,0.10521052777767181, Voor,0.71542394,0.284576, Voor,0.79310596,0.20689404, Voor,0.8354835510253906,0.16451647877693176, Voor,0.8479676842689514,0.15203222632408142, Voor,0.803173840045929,0.19682618975639343, Voor,0.35220182,0.35220182, Voor,0.7745833396911621,0.22541660070419312, Voor,0.7826625108718872,0.21733751893043518, Voor,0.8056321740150452,0.19436781108379364
7,2024D03691, Voor,0.7772998809814453,0.22270013391971588, Voor,0.803173840045929,0.19682618975639343, Voor,0.2751297,0.2751297, Voor,0.8856315016746521,0.1143685132265091, Voor,0.8976953029632568,0.10230471938848495, Voor,1.0,0.0, Voor,0.8221891,0.17781086, Voor,0.85776806,0.14223188, Voor,0.09670578688383102,0.09670578688383102, Voor,0.9184802770614624,0.08151976019144058, Voor,0.8577680587768555,0.14223188161849976, Voor,0.6893056,0.31069437, Voor,0.8311430811882019,0.16885694861412048, Voor,0.8840392231941223,0.11596070975065231, Voor,0.8596636652946472,0.14033624529838562
8,2024D03681, T,0.7905303239822388,0.7905303239822388, T,0.3849121332168579,0.6150878667831421, T,0.85195285,0.85195285, T,0.6261242032051086,0.6261242032051086, Voor,0.46490156650543213,0.46490156650543213, Voor,0.4532618820667267,0.4532618820667267, T,0.71542394,0.71542394, T,0.45713672,0.54286325, T,0.5698526501655579,0.5698526501655579, Voor,0.4843800961971283,0.4843800961971283, T,0.3849121332168579,0.6150878667831421, T,0.19436781,0.8056322, T,0.6406359076499939,0.6406359076499939, T,0.5698526501655579,0.5698526501655579, T,0.4532618820667267,0.5467381477355957
9,2024D03687, T,0.4186968505382538,0.581303060054779, Voor,0.5621764659881592,0.43782347440719604, T,0.54673815,0.54673815, Voor,0.31742626428604126,0.31742626428604126, Voor,0.25091278553009033,0.25091278553009033, Voor,0.7826625108718872,0.21733751893043518, Voor,0.56985265,0.43014732, Voor,0.34864512,0.34864512, Voor,0.611382007598877,0.38861799240112305, Voor,0.30074554681777954,0.30074554681777954, Voor,0.3849121332168579,0.3849121332168579, T,0.6619229,0.6619229, Voor,0.4035668671131134,0.4035668671131134, Voor,0.7090190649032593,0.29098087549209595, Voor,0.37387582659721375,0.37387582659721375
10,2024D03690, T,0.5389832258224487,0.5389832258224487, Voor,0.637030839920044,0.36296918988227844, T,0.5156199,0.5156199, Voor,0.272024542093277,0.272024542093277, Voor,0.2538610100746155,0.2538610100746155, Voor,0.8080671429634094,0.191932812333107, Voor,0.5078119,0.49218813, Voor,0.6513549,0.34864512, Voor,0.622459352016449,0.3775406777858734, Voor,0.8311430811882019,0.16885694861412048, Voor,0.6477981805801392,0.35220181941986084, T,0.6261242,0.6261242, Voor,0.5964331030845642,0.4035668671131134, Voor,0.3208213150501251,0.3208213150501251, Voor,0.7185943722724915,0.28140562772750854
11,2024D03662, T,0.4493926465511322,0.5506073832511902, Voor,0.47268345952033997,0.47268345952033997, T,0.70578504,0.70578504, Voor,0.6406359076499939,0.3593641221523285, Voor,0.7606506943702698,0.2393493503332138, Voor,0.7799928188323975,0.22000709176063538, Voor,0.4882834,0.4882834, Voor,0.3276683,0.3276683, Voor,0.6654106378555298,0.3345894515514374, Voor,0.7905303239822388,0.20946966111660004, Voor,0.39606812596321106,0.39606812596321106, T,0.3702254,0.6297746, Voor,0.5851011276245117,0.4148988425731659, Voor,0.6076632142066956,0.3923368453979492, Voor,0.30074554681777954,0.30074554681777954
12,2024D03671, Voor,0.3073580265045166,0.3073580265045166, Voor,0.8056321740150452,0.19436781108379364, Voor,0.31742626,0.31742626, Voor,0.8539126515388489,0.14608724415302277, Voor,0.8902943134307861,0.10970576852560043, Voor,0.9086179137229919,0.09138209372758865, Voor,0.79818684,0.20181324, Voor,0.84389514,0.1561049, Voor,0.24508503079414368,0.24508503079414368, Voor,0.12252319604158401,0.12252319604158401, Voor,0.16667540371418,0.16667540371418, Voor,0.692642,0.30735803, Voor,0.14223188161849976,0.14223188161849976, Voor,0.8558511137962341,0.14414885640144348, Voor,0.8418256640434265,0.15817436575889587
