,id,llama2_vote,llama2_voor_prob,llama2_tegen_prob
0,2024D03656, Voor,0.6094823479652405,0.39051759243011475
1,2024D03626, Voor,0.6288731098175049,0.37112683057785034
2,2024D03663, Voor,0.6960653066635132,0.3039347529411316
3,2024D03708, Voor,0.6411986351013184,0.35880139470100403
4,2024D03707, Tegen,0.4820466637611389,0.5179533362388611
5,2024D03701, Tegen,0.38566339015960693,0.6143366098403931
6,2024D03704, Voor,0.7348202466964722,0.26517966389656067
7,2024D03691, Voor,0.6903144717216492,0.30968552827835083
8,2024D03681, Tegen,0.35242030024528503,0.6475797295570374
9,2024D03687, Tegen,0.37972334027290344,0.620276689529419
10,2024D03690, Voor,0.5879417061805725,0.4120582640171051
11,2024D03662, Voor,0.5427170991897583,0.45728299021720886
12,2024D03671, Voor,0.7503213286399841,0.24967874586582184
13,2024D03711, Voor,0.8684437274932861,0.13155627250671387
14,2024D03645, Voor,0.5513576865196228,0.4486423432826996
15,2024D03647, Voor,0.5189889669418335,0.48101097345352173
16,2024D03651, Voor,0.638746440410614,0.3612535893917084
17,2024D03646, Tegen,0.445980042219162,0.5540199875831604
18,2024D03648, Voor,0.9081560373306274,0.09184401482343674
19,2024D03644, Voor,0.6779981255531311,0.3220019042491913
20,2024D03633, Voor,0.5474437475204468,0.4525562524795532
21,2024D03641, Tegen,0.33426639437675476,0.6657336354255676
22,2024D03637, Tegen,0.34963467717170715,0.6503652930259705
23,2024D03632, Voor,0.5939083099365234,0.4060916602611542
24,2024D03629, Tegen,0.4982948303222656,0.5017051100730896
25,2024D03628, Tegen,0.48714345693588257,0.5128564834594727
26,2024D03625, Voor,0.5211279392242432,0.47887203097343445
27,2024D03627, Voor,0.6051365733146667,0.39486342668533325
28,2024D03501, Tegen,0.2546689808368683,0.7453310489654541
29,2024D03624, Voor,0.5278047323226929,0.47219523787498474
30,2024D03504, Tegen,0.4032510221004486,0.596748948097229
31,2024D03502, Voor,0.5304489135742188,0.46955111622810364
32,2024D03509, Tegen,0.0,1.0
33,2024D03623, Voor,0.5594639778137207,0.4405360221862793
34,2024D03507, Voor,0.5733537077903748,0.42664626240730286
35,2024D03506, Tegen,0.3748300075531006,0.6251699328422546
36,2024D03474, Voor,0.7037606835365295,0.29623934626579285
37,2024D03468, Tegen,0.39635565876960754,0.6036444306373596
38,2024D03463, Voor,0.5383879542350769,0.46161210536956787
39,2024D03470, Tegen,0.29040902853012085,0.7095909118652344
40,2024D03464, Voor,0.5285609364509583,0.4714389741420746
41,2024D03461, Voor,0.5640543699264526,0.435945600271225
42,2024D03467, Tegen,0.4406633973121643,0.5593366026878357
43,2024D03471, Tegen,0.4570586085319519,0.5429413318634033
44,2024D03477, Tegen,0.44538629055023193,0.5546136498451233
45,2024D03472, Tegen,0.3418523967266083,0.6581476330757141
46,2024D03459, Voor,0.7635953426361084,0.236404687166214
47,2024D03465, Tegen,0.37841328978538513,0.6215866804122925
48,2024D03453, Tegen,0.44240450859069824,0.5575954914093018
49,2024D03457, Voor,0.5021724104881287,0.4978275001049042
50,2024D03473, Tegen,0.29126977920532227,0.7087302207946777
51,2024D03469, Tegen,0.4894377291202545,0.5105623006820679
52,2024D03458, Voor,0.6160767674446106,0.38392317295074463
53,2024D03462, Tegen,0.460919588804245,0.5390803813934326
54,2024D03454, Tegen,0.38755539059638977,0.6124445796012878
55,2024D03466, Tegen,0.3613698184490204,0.6386301517486572
56,2024D03476, Tegen,0.4640229344367981,0.5359770655632019
57,2024D03452, Voor,0.6260388493537903,0.37396106123924255
58,2024D03451, Voor,0.6794591546058655,0.3205408453941345
59,2024D03282, Voor,0.5737535357475281,0.4262465238571167
60,2024D02182, Voor,0.7075693011283875,0.29243069887161255
61,2024D03281, Voor,0.5268996357917786,0.4731004536151886
62,2024D03175, Voor,0.5176590085029602,0.4823410212993622
63,2024D03174, Tegen,0.43278664350509644,0.5672133564949036
64,2024D03151, Tegen,0.21685871481895447,0.7831413149833679
65,2024D03279, Voor,0.7411752343177795,0.25882473587989807
66,2024D03020, Tegen,0.24791662395000458,0.7520833015441895
67,2024D02733, Voor,0.7007296681404114,0.299270361661911
68,2024D03158, Tegen,0.3754903972148895,0.6245095133781433
69,2024D02851, Voor,0.7221884727478027,0.27781155705451965
70,2024D03108, Voor,0.5415717363357544,0.4584282636642456
71,2024D03118, Voor,0.6291090250015259,0.37089091539382935
72,2024D03114, Voor,0.6277965903282166,0.37220343947410583
73,2024D03109, Tegen,0.4611433446407318,0.5388566255569458
74,2024D03113, Voor,0.5250496864318848,0.47495031356811523
75,2024D03110, Voor,0.5436475276947021,0.4563525319099426
76,2024D03040, Voor,0.6124980449676514,0.387501984834671
77,2024D03132, Voor,0.5263170599937439,0.47368288040161133
78,2024D03032, Tegen,0.4455144703388214,0.554485559463501
79,2024D03026, Voor,0.5749769806861877,0.4250229299068451
80,2024D03022, Voor,0.6903682947158813,0.30963170528411865
81,2024D03024, Tegen,0.3628271818161011,0.6371727585792542
82,2024D03036, Voor,1.0,0.0
83,2024D03033, Tegen,0.481413871049881,0.5185862183570862
84,2024D03083, Voor,0.5750856995582581,0.42491433024406433
85,2024D03085, Voor,0.7175061702728271,0.2824937701225281
86,2024D03087, Voor,0.8151114583015442,0.18488849699497223
87,2024D03084, Voor,0.6703099012374878,0.3296900987625122
88,2024D03081, Tegen,0.23696495592594147,0.7630349397659302
89,2024D03062, Voor,0.57342928647995,0.42657071352005005
90,2024D03079, Voor,0.6610469222068787,0.3389531373977661
91,2024D03078, Tegen,0.40513014793395996,0.5948697924613953
92,2024D03073, Voor,0.6554678678512573,0.3445321321487427
93,2024D03070, Voor,0.60400390625,0.3959960639476776
94,2024D03069, Voor,0.5295864939689636,0.4704134464263916
95,2024D03074, Voor,0.6818447113037109,0.31815528869628906
96,2024D03063, Tegen,0.42726415395736694,0.5727359056472778
97,2024D02664, Voor,0.6521648168563843,0.34783512353897095
98,2024D02505, Voor,0.5210475325584412,0.47895246744155884
99,2024D02485, Voor,0.6477764844894409,0.3522235155105591
100,2024D02508, Voor,0.5317028164863586,0.46829715371131897
101,2024D02680, Voor,0.6588150858879089,0.3411850035190582
102,2024D02518, Voor,0.6254916787147522,0.37450823187828064
103,2024D02659, Voor,0.7094069123268127,0.2905929982662201
104,2024D02641, Voor,0.5730069875717163,0.4269930124282837
105,2024D02640, Voor,0.7955851554870605,0.20441477000713348
106,2024D02643, Tegen,0.45996761322021484,0.5400323271751404
107,2024D02644, Voor,0.5442242622375488,0.4557757079601288
108,2024D02638, Tegen,0.20023463666439056,0.799765408039093
109,2024D02532, Voor,0.6802868843078613,0.3197130560874939
110,2024D02642, Tegen,0.3964044749736786,0.6035955548286438
111,2024D02531, Tegen,0.4604547321796417,0.5395452976226807
112,2024D02512, Voor,0.6484541893005371,0.3515458106994629
113,2024D02510, Tegen,0.47764694690704346,0.5223530530929565
114,2024D02514, Voor,0.5994833111763,0.40051668882369995
115,2024D02515, Voor,0.6434733271598816,0.3565266728401184
116,2024D02524, Voor,0.6801633238792419,0.31983673572540283
